ensembl	HUGO	ID
ENSG00000242276	RPL5P3	45401
ENSG00000240366	RPL36AP45	45528
ENSG00000241890	RPL13P4	45549
ENSG00000213307	RPL18P11	45653
ENSG00000243711	RPL21P116	45658
ENSG00000182774	RPS17	45753
ENSG00000241362	RPL36AP43	45935
ENSG00000225193	RPS12P26	45962
ENSG00000241562	RPL7P5	46162
ENSG00000219274	RPS20P2	46355
ENSG00000219027	RPS3AP2	46370
ENSG00000140986	RPL3L	46406
ENSG00000140988	RPS2	46408
ENSG00000220793	RPL21P119	46703
ENSG00000229917	RPL7P46	46745
ENSG00000241641	RPS23P6	46787
ENSG00000242307	RPS26P52	46812
ENSG00000215003	RPL15P20	46890
ENSG00000241067	RPL17P40	46892
ENSG00000228071	RPL7P47	46930
ENSG00000134419	RPS15A	46960
ENSG00000239840	RPL23AP72	47703
ENSG00000243609	RPS2P44	47736
ENSG00000244551	RPL34P29	47771
ENSG00000260031	RPL10P14	47781
ENSG00000240760	RPL31P56	47889
ENSG00000243988	RPS24P17	47945
ENSG00000244043	RPS27P27	48031
ENSG00000241808	RPS15AP34	48062
ENSG00000240435	RPS12P27	48202
ENSG00000241334	RPL35AP33	48222
ENSG00000244378	RPS2P45	48245
ENSG00000240043	RPS27P26	48303
ENSG00000242176	RPL39P31	48362
ENSG00000225178	RPSAP56	48404
ENSG00000244485	RPL18P13	48472
ENSG00000243101	RPS3P7	48512
ENSG00000167526	RPL13	48801
ENSG00000244097	RPS4XP17	48858
ENSG00000244283	RPL23AP73	49116
ENSG00000213876	RPL7AP64	49140
ENSG00000240480	RPL29P2	49212
ENSG00000161970	RPL26	49263
ENSG00000241654	RPL19P18	49287
ENSG00000242692	RPS27AP1	49300
ENSG00000244753	RPL15P21	49327
ENSG00000241185	RPL21P122	49339
ENSG00000230897	RPS18P12	49374
ENSG00000226156	RPL23AP76	49378
ENSG00000234324	RPL9P2	49395
ENSG00000243686	RPLP1P11	49429
ENSG00000215030	RPL13P12	49493
ENSG00000228000	RPL7AP65	49533
ENSG00000237382	RPL21P121	49534
ENSG00000189343	RPS2P46	49626
ENSG00000228331	RPL17P43	49629
ENSG00000244582	RPL21P120	49736
ENSG00000239223	RPL34P31	49793
ENSG00000213664	RPS16P8	49794
ENSG00000240873	RPS29P22	49829
ENSG00000263266	RPS7P1	49861
ENSG00000240494	RPS12P28	49876
ENSG00000198242	RPL23A	49881
ENSG00000243053	RPL31P58	49895
ENSG00000239256	RPL35AP35	49924
ENSG00000240531	RPL21P123	49945
ENSG00000240074	RPL9P30	49949
ENSG00000125691	RPL23	50312
ENSG00000244086	RPS20P35	50315
ENSG00000108298	RPL19	50336
ENSG00000131469	RPL27	50581
ENSG00000240828	RPL21P4	50586
ENSG00000267634	RPL7L1P5	50668
ENSG00000204652	RPS26P8	50734
ENSG00000213326	RPS7P11	50767
ENSG00000242067	RPL9P28	50859
ENSG00000243521	RPL5P33	50988
ENSG00000187504	RPL7P48	51009
ENSG00000233380	RPS2P48	51023
ENSG00000243058	RPL39P33	51052
ENSG00000108443	RPS6KB1	51165
ENSG00000213228	RPL12P38	51199
ENSG00000239527	RPS23P7	51250
ENSG00000256358	RPL31P57	51326
ENSG00000213180	RPL36AP48	51395
ENSG00000213179	RPL17P41	51412
ENSG00000243514	RPL32P33	51492
ENSG00000172809	RPL38	51521
ENSG00000242931	RPL7P49	51645
ENSG00000267355	RPL9P29	51738
ENSG00000213128	RPL32P31	51789
ENSG00000232083	RPL31P7	51791
ENSG00000240270	RPL12P37	51796
ENSG00000240364	RPL31P59	52029
ENSG00000243720	RPL21P127	52031
ENSG00000235552	RPL6P27	52079
ENSG00000242058	RPS4XP19	52121
ENSG00000239490	RPS4XP18	52365
ENSG00000267752	RPS10P27	52385
ENSG00000267301	RPL23AP77	52387
ENSG00000243925	RPS24P18	52426
ENSG00000175886	RPL7AP66	52599
ENSG00000267664	RPL17P45	52605
ENSG00000215472	RPL17-C18orf32	52710
ENSG00000265681	RPL17	52714
ENSG00000239780	RPLP0P11	52743
ENSG00000239689	RPL17P46	52748
ENSG00000215457	RPS8P3	52762
ENSG00000242945	RPL29P32	52772
ENSG00000267524	RPSAP57	52786
ENSG00000242320	RPL21P126	52798
ENSG00000239659	RPL9P31	52849
ENSG00000224161	RPS26P54	52877
ENSG00000242060	RPS3AP49	52889
ENSG00000243256	RPL30P14	52904
ENSG00000241088	RPL17P44	52919
ENSG00000237314	RPL12P39	52948
ENSG00000264054	RPL31P9	52967
ENSG00000214255	RPS2P6	53010
ENSG00000244229	RPL26P35	53092
ENSG00000101278	RPS10L	53179
ENSG00000227663	RPL7P2	53220
ENSG00000226217	RPL19P1	53241
ENSG00000215063	RPL21P2	53289
ENSG00000228210	RPL7AL2	53296
ENSG00000226948	RPS4XP2	53297
ENSG00000225831	RPS18P1	53326
ENSG00000214835	RPL23AP6	53388
ENSG00000235544	RPS11P1	53403
ENSG00000230935	RPS3P1	53433
ENSG00000213950	RPS10P2	53441
ENSG00000226229	RPLP0P1	53456
ENSG00000235208	RPL7AL3	53458
ENSG00000232333	RPS27AP2	53470
ENSG00000227343	RPL15P1	53486
ENSG00000225419	RPL21P3	53505
ENSG00000214612	RPS19P1	53507
ENSG00000236992	RPL12L3	53531
ENSG00000229500	RPL17P1	53539
ENSG00000235065	RPL24P2	53551
ENSG00000214535	RPS15AP1	53556
ENSG00000227063	RPL41P1	53574
ENSG00000237929	RPL31P3	53709
ENSG00000233106	RPL12P3	53789
ENSG00000230837	RPL31P2	53805
ENSG00000225246	RPS2P1	53817
ENSG00000224497	RPL36P4	53873
ENSG00000227401	RPL37P1	53875
ENSG00000231241	RPS3AP3	53922
ENSG00000226144	RPS27AP3	53923
ENSG00000213979	RPL7AP14	53931
ENSG00000231307	RPS3P2	53970
ENSG00000242748	RPL23AP81	54009
ENSG00000232493	RPL12P11	54018
ENSG00000215467	RPL27AP	54048
ENSG00000226243	RPL37AP1	54070
ENSG00000237068	RPL5P2	54112
ENSG00000235508	RPS2P7	54124
ENSG00000213820	RPL13P2	54154
ENSG00000234075	RPL35AP	54184
ENSG00000231302	RPL36P2	54264
ENSG00000228820	RPSAP1	54280
ENSG00000230636	RPL36P1	54302
ENSG00000185834	RPL12P4	54328
ENSG00000228601	RPL39P	54341
ENSG00000214541	RPS4XP3	54349
ENSG00000171858	RPS21	54471
ENSG00000226094	RPL7P3	54483
ENSG00000213726	RPS2P52	54625
ENSG00000240846	RPS15P9	54669
ENSG00000115268	RPS15	54678
ENSG00000239524	RPL32P34	54885
ENSG00000130255	RPL36	54892
ENSG00000268785	RPL7P50	54949
ENSG00000242636	RPL21P129	55002
ENSG00000233927	RPS28	55032
ENSG00000269244	RPL23AP78	55055
ENSG00000239830	RPS4XP22	55099
ENSG00000267119	RPL10P15	55111
ENSG00000225067	RPL23AP2	55448
ENSG00000105640	RPL18A	55581
ENSG00000243455	RPS18P13	55592
ENSG00000241464	RPL39P38	55606
ENSG00000240522	RPL7AP10	55754
ENSG00000242291	RPL36AP51	55759
ENSG00000236312	RPL34P34	55808
ENSG00000241282	RPL34P33	55831
ENSG00000240231	RPS27P29	55870
ENSG00000205246	RPSAP58	55874
ENSG00000242100	RPL9P32	55942
ENSG00000242325	RPS12P31	55981
ENSG00000239988	RPL31P60	55994
ENSG00000243864	RPS3AP50	56013
ENSG00000232429	RPL21P131	56018
ENSG00000239253	RPS4XP23	56023
ENSG00000249987	RPS4XP20	56024
ENSG00000186008	RPS4XP21	56025
ENSG00000257074	RPL29P33	56029
ENSG00000239210	RPS26P55	56038
ENSG00000243297	RPL31P61	56195
ENSG00000105193	RPS16	56312
ENSG00000244253	RPS29P24	56323
ENSG00000243581	RPS29P25	56324
ENSG00000239320	RPS29P26	56325
ENSG00000224476	RPL36P16	56409
ENSG00000105372	RPS19	56454
ENSG00000243167	RPS10P28	56492
ENSG00000242675	RPS16P9	56625
ENSG00000269637	RPL12P41	56679
ENSG00000213035	RPL23AP80	56752
ENSG00000063177	RPL18	56792
ENSG00000142541	RPL13A	56867
ENSG00000142534	RPS11	56872
ENSG00000244071	RPL9P33	57039
ENSG00000243469	RPL7P51	57042
ENSG00000243680	RPL37P23	57070
ENSG00000242255	RPL39P34	57095
ENSG00000239912	RPL39P36	57140
ENSG00000170889	RPS9	57243
ENSG00000108107	RPL28	57356
ENSG00000268483	RPL7AP69	57455
ENSG00000213013	RPS15AP36	57536
ENSG00000083845	RPS5	57558
ENSG00000129824	RPS4Y1	57592
ENSG00000235175	RPL26P37	57619
ENSG00000236477	RPS24P1	57776
ENSG00000280969	RPS4Y2	57917
ENSG00000237668	RPS15AP38	59044
ENSG00000100316	RPL3	59178
ENSG00000187051	RPS19BP1	59190
ENSG00000228599	RPL7P52	59201
ENSG00000230071	RPL4P6	59212
ENSG00000234009	RPL5P34	59309
ENSG00000226142	RPL35P8	59436
ENSG00000214727	RPL5P35	59447
ENSG00000184319	RPL23AP82	59515
ENSG00000224602	RPS26P5	59746
ENSG00000226580	RPL39P40	59764
ENSG00000215369	RPL37P3	59779
ENSG00000230198	RPL37P4	59797
ENSG00000233206	RPS3AP1	59807
ENSG00000213885	RPL13AP7	59856
ENSG00000217026	RPL10P1	59891
ENSG00000176054	RPL23P2	59906
ENSG00000232687	RPL12P9	59913
ENSG00000225267	RPL8P2	59933
ENSG00000215088	RPS5P3	60041
ENSG00000224598	RPS5P2	60059
ENSG00000223671	RPL34P3	60077
ENSG00000229761	RPS20P1	60081
ENSG00000214914	RPL23AP3	60085
ENSG00000214889	RPS9P1	60096
ENSG00000228149	RPL3P1	60099
ENSG00000227721	RPSAP64	60153
ENSG00000228861	RPL23AP12	60158
ENSG00000228349	RPS26P4	60177
ENSG00000214326	RPL31P1	60261
ENSG00000225043	RPL18AP2	60389
ENSG00000212932	RPL23AP4	60396
ENSG00000273716	RPL41	60399
ENSG00000248563	RPSAP2	60455
ENSG00000231746	RPL13P	60459
ENSG00000231000	RPS17P1	60502
ENSG00000242511	RPL23AP1	60513
ENSG00000227326	RPL7AP7	60521
ENSG00000227672	RPL3P2	60608
ENSG00000231623	RPL15P4	60625
ENSG00000224098	RPL32P1	60750
ENSG00000227794	RPS18	60760
ENSG00000226538	RPL35AP4	60762
ENSG00000232733	RPL12P1	60764
ENSG00000234904	RPL13P	60772
ENSG00000223376	RPS17P1	60804
ENSG00000231190	RPL13AP	60814
ENSG00000233982	RPL7AP7	60830
ENSG00000229575	RPL7P4	60885
ENSG00000227656	RPL3P2	60920
ENSG00000236547	RPL15P4	60929
ENSG00000231288	RPL32P1	61047
ENSG00000226225	RPS18	61062
ENSG00000231602	RPL35AP4	61074
ENSG00000249814	RPSAP2	61082
ENSG00000226714	RPL13P	61086
ENSG00000232302	RPS17P1	61129
ENSG00000230181	RPL13AP	61139
ENSG00000241880	RPL23AP1	61148
ENSG00000233462	RPL7AP7	61156
ENSG00000235342	RPL7P4	61225
ENSG00000228461	RPL3P2	61263
ENSG00000230211	RPL15P4	61280
ENSG00000228579	RPL32P1	61402
ENSG00000235650	RPS18	61419
ENSG00000273286	RPL13P	61434
ENSG00000228840	RPS17P1	61475
ENSG00000224146	RPL13AP	61485
ENSG00000242039	RPL23AP1	61494
ENSG00000233465	RPL7AP7	61502
ENSG00000226494	RPL7P4	61571
ENSG00000237448	RPL3P2	61607
ENSG00000236273	RPL15P4	61622
ENSG00000233972	RPL32P1	61724
ENSG00000272613	RPL13P	61744
ENSG00000232974	RPS17P1	61772
ENSG00000224053	RPL13AP	61782
ENSG00000237554	RPL7AP7	61790
ENSG00000236100	RPL7P4	61842
ENSG00000233965	RPL15P4	61854
ENSG00000231580	RPL32P1	61922
ENSG00000273122	RPL13P	61931
ENSG00000229439	RPS17P1	61966
ENSG00000206519	RPL13AP	61976
ENSG00000239784	RPL23AP1	61985
ENSG00000233113	RPL7AP7	61993
ENSG00000238255	RPL7P4	62063
ENSG00000223927	RPL3P2	62101
ENSG00000232572	RPL15P4	62116
ENSG00000233194	RPL32P1	62232
ENSG00000096150	RPS18	62249
ENSG00000227168	RPL35AP4	62261
ENSG00000228099	RPL12P1	62263
ENSG00000224158	RPL13P	62268
ENSG00000223769	RPS17P1	62305
ENSG00000227961	RPL13AP	62315
ENSG00000240845	RPL23AP1	62324
ENSG00000227030	RPL7AP7	62332
ENSG00000233091	RPL7P4	62402
ENSG00000229430	RPL3P2	62440
ENSG00000229535	RPL15P4	62446
ENSG00000226879	RPL32P1	62566
ENSG00000223367	RPS18	62583
ENSG00000274567	RPS27P14	62776
ENSG00000275323	RPS9	62957
ENSG00000278270	RPS9	62981
ENSG00000278081	RPS9	63064
ENSG00000277359	RPS9	63086
ENSG00000274005	RPS9	63110
ENSG00000274646	RPS9	63134
ENSG00000274950	RPS9	63189
ENSG00000277079	RPS9	63271
ENSG00000274626	RPS9	63315
ENSG00000273673	RPL9	63478
ENSG00000278229	RPS17L	63482
ENSG00000280858	RPL7A	63629
ENSG00000274700	RPL41	63776
ENSG00000281820	RPL5P29	64186
ENSG00000281877	RPS6KA1	64723
ENSG00000263127	RPL4P5	64778
ENSG00000262159	RPS6P22	64928
ENSG00000262148	RPS5P3	65035
ENSG00000281913	RPL23AP64	65063
ENSG00000280831	RPS25	65066
